,countyCode,County,State,county_state,tot_pol_cnt,Households,adopt_rate
2140,44007,Providence,RI,"Providence County, RI",1840,237971,0.8
2141,44009,Washington,RI,"Washington County, RI",2772,49102,5.6
2142,45001,Abbeville,SC,"Abbeville County, SC",5,9660,0.1
2143,45003,Aiken,SC,"Aiken County, SC",456,67598,0.7
2144,45005,Allendale,SC,"Allendale County, SC",4,3365,0.1
2145,45007,Anderson,SC,"Anderson County, SC",151,76798,0.2
2146,45009,Bamberg,SC,"Bamberg County, SC",17,5334,0.3
2147,45011,Barnwell,SC,"Barnwell County, SC",11,8360,0.1
2148,45013,Beaufort,SC,"Beaufort County, SC",53584,71477,75.0
2149,45015,Berkeley,SC,"Berkeley County, SC",6408,76881,8.3
2150,45017,Calhoun,SC,"Calhoun County, SC",9,6179,0.1
2151,45019,Charleston,SC,"Charleston County, SC",59402,159195,37.3
2152,45021,Cherokee,SC,"Cherokee County, SC",20,20699,0.1
2153,45023,Chester,SC,"Chester County, SC",11,12653,0.1
2154,45025,Chesterfield,SC,"Chesterfield County, SC",27,17900,0.2
2155,45027,Clarendon,SC,"Clarendon County, SC",89,13161,0.7
2156,45029,Colleton,SC,"Colleton County, SC",1642,15075,10.9
2157,45031,Darlington,SC,"Darlington County, SC",112,26484,0.4
2158,45033,Dillon,SC,"Dillon County, SC",136,11029,1.2
2159,45035,Dorchester,SC,"Dorchester County, SC",3231,55351,5.8
2160,45037,Edgefield,SC,"Edgefield County, SC",26,9176,0.3
2161,45039,Fairfield,SC,"Fairfield County, SC",138,9191,1.5
2162,45041,Florence,SC,"Florence County, SC",529,52188,1.0
2163,45043,Georgetown,SC,"Georgetown County, SC",6658,25498,26.1
2164,45045,Greenville,SC,"Greenville County, SC",1045,192975,0.5
2165,45047,Greenwood,SC,"Greenwood County, SC",84,27612,0.3
2166,45049,Hampton,SC,"Hampton County, SC",73,6993,1.0
2167,45051,Horry,SC,"Horry County, SC",37962,131143,28.9
2168,45053,Jasper,SC,"Jasper County, SC",2153,10269,21.0
2169,45055,Kershaw,SC,"Kershaw County, SC",218,24980,0.9
2170,45057,Lancaster,SC,"Lancaster County, SC",177,33899,0.5
2171,45059,Laurens,SC,"Laurens County, SC",53,25563,0.2
2172,45061,Lee,SC,"Lee County, SC",18,6423,0.3
2173,45063,Lexington,SC,"Lexington County, SC",1205,113104,1.1
2174,45065,McCormick,SC,"McCormick County, SC",32,3957,0.8
2175,45067,Marion,SC,"Marion County, SC",287,11600,2.5
2176,45069,Marlboro,SC,"Marlboro County, SC",17,9613,0.2
2177,45071,Newberry,SC,"Newberry County, SC",72,14810,0.5
2178,45073,Oconee,SC,"Oconee County, SC",77,31978,0.2
2179,45075,Orangeburg,SC,"Orangeburg County, SC",155,33060,0.5
2180,45077,Pickens,SC,"Pickens County, SC",115,47934,0.2
2181,45079,Richland,SC,"Richland County, SC",1898,151853,1.2
2182,45081,Saluda,SC,"Saluda County, SC",19,7094,0.3
2183,45083,Spartanburg,SC,"Spartanburg County, SC",275,116645,0.2
2184,45085,Sumter,SC,"Sumter County, SC",537,41776,1.3
2185,45087,Union,SC,"Union County, SC",1,11432,0.0
2186,45089,Williamsburg,SC,"Williamsburg County, SC",110,12686,0.9
2187,45091,York,SC,"York County, SC",458,101211,0.5
2188,46003,Aurora,SD,"Aurora County, SD",3,1182,0.3
2189,46005,Beadle,SD,"Beadle County, SD",8,7557,0.1
2190,46009,Bon Homme,SD,"Bon Homme County, SD",6,2536,0.2
2191,46011,Brookings,SD,"Brookings County, SD",50,12896,0.4
2192,46013,Brown,SD,"Brown County, SD",95,16305,0.6
2193,46019,Butte,SD,"Butte County, SD",19,4164,0.5
2194,46021,Campbell,SD,"Campbell County, SD",2,673,0.3
2195,46023,Charles Mix,SD,"Charles Mix County, SD",8,3166,0.3
2196,46025,Clark,SD,"Clark County, SD",5,1546,0.3
2197,46027,Clay,SD,"Clay County, SD",11,5233,0.2
2198,46029,Codington,SD,"Codington County, SD",263,12075,2.2
2199,46031,Corson,SD,"Corson County, SD",1,1195,0.1
2200,46033,Custer,SD,"Custer County, SD",32,3876,0.8
2201,46035,Davison,SD,"Davison County, SD",40,8660,0.5
2202,46037,Day,SD,"Day County, SD",6,2574,0.2
2203,46039,Deuel,SD,"Deuel County, SD",1,1798,0.1
2204,46045,Edmunds,SD,"Edmunds County, SD",3,1544,0.2
2205,46047,Fall River,SD,"Fall River County, SD",3,2986,0.1
2206,46049,Faulk,SD,"Faulk County, SD",1,895,0.1
2207,46051,Grant,SD,"Grant County, SD",5,3218,0.2
2208,46053,Gregory,SD,"Gregory County, SD",2,1840,0.1
2209,46055,Haakon,SD,"Haakon County, SD",2,822,0.2
2210,46057,Hamlin,SD,"Hamlin County, SD",47,2256,2.1
2211,46059,Hand,SD,"Hand County, SD",3,1508,0.2
2212,46061,Hanson,SD,"Hanson County, SD",7,1045,0.7
2213,46065,Hughes,SD,"Hughes County, SD",35,7460,0.5
2214,46067,Hutchinson,SD,"Hutchinson County, SD",7,2903,0.2
2215,46073,Jerauld,SD,"Jerauld County, SD",1,921,0.1
2216,46077,Kingsbury,SD,"Kingsbury County, SD",1,2279,0.0
2217,46079,Lake,SD,"Lake County, SD",138,4700,2.9
2218,46081,Lawrence,SD,"Lawrence County, SD",49,11048,0.4
2219,46083,Lincoln,SD,"Lincoln County, SD",78,19749,0.4
2220,46085,Lyman,SD,"Lyman County, SD",3,1397,0.2
2221,46087,McCook,SD,"McCook County, SD",16,2228,0.7
2222,46091,Marshall,SD,"Marshall County, SD",1,1873,0.1
2223,46093,Meade,SD,"Meade County, SD",26,11027,0.2
2224,46097,Miner,SD,"Miner County, SD",2,948,0.2
2225,46099,Minnehaha,SD,"Minnehaha County, SD",245,76819,0.3
2226,46101,Moody,SD,"Moody County, SD",10,2640,0.4
2227,46103,Pennington,SD,"Pennington County, SD",179,44074,0.4
2228,46109,Roberts,SD,"Roberts County, SD",9,3873,0.2
2229,46111,Sanborn,SD,"Sanborn County, SD",3,1010,0.3
2230,46115,Spink,SD,"Spink County, SD",11,2624,0.4
2231,46117,Stanley,SD,"Stanley County, SD",88,1344,6.5
2232,46119,Sully,SD,"Sully County, SD",1,569,0.2
2233,46125,Turner,SD,"Turner County, SD",6,3498,0.2
2234,46127,Union,SD,"Union County, SD",271,6619,4.1
2235,46135,Yankton,SD,"Yankton County, SD",49,9445,0.5
2236,47001,Anderson,TN,"Anderson County, TN",95,30541,0.3
2237,47003,Bedford,TN,"Bedford County, TN",48,17029,0.3
2238,47005,Benton,TN,"Benton County, TN",22,6762,0.3
2239,47007,Bledsoe,TN,"Bledsoe County, TN",4,4894,0.1
2240,47009,Blount,TN,"Blount County, TN",219,50557,0.4
2241,47011,Bradley,TN,"Bradley County, TN",87,40192,0.2
2242,47013,Campbell,TN,"Campbell County, TN",34,16192,0.2
2243,47015,Cannon,TN,"Cannon County, TN",51,5488,0.9
2244,47017,Carroll,TN,"Carroll County, TN",9,10962,0.1
2245,47019,Carter,TN,"Carter County, TN",97,23784,0.4
2246,47021,Cheatham,TN,"Cheatham County, TN",722,15089,4.8
2247,47023,Chester,TN,"Chester County, TN",8,6060,0.1
2248,47025,Claiborne,TN,"Claiborne County, TN",16,13281,0.1
2249,47027,Clay,TN,"Clay County, TN",22,3039,0.7
2250,47029,Cocke,TN,"Cocke County, TN",61,14060,0.4
2251,47031,Coffee,TN,"Coffee County, TN",57,21646,0.3
2252,47033,Crockett,TN,"Crockett County, TN",11,5491,0.2
2253,47035,Cumberland,TN,"Cumberland County, TN",18,25801,0.1
2254,47037,Davidson,TN,"Davidson County, TN",4595,282366,1.6
2255,47039,Decatur,TN,"Decatur County, TN",83,4440,1.9
2256,47041,DeKalb,TN,"DeKalb County, TN",34,7704,0.4
2257,47043,Dickson,TN,"Dickson County, TN",59,19198,0.3
2258,47045,Dyer,TN,"Dyer County, TN",104,15120,0.7
2259,47047,Fayette,TN,"Fayette County, TN",88,15596,0.6
2260,47049,Fentress,TN,"Fentress County, TN",5,7443,0.1
2261,47051,Franklin,TN,"Franklin County, TN",42,16326,0.3
2262,47053,Gibson,TN,"Gibson County, TN",61,19320,0.3
2263,47055,Giles,TN,"Giles County, TN",50,11904,0.4
2264,47057,Grainger,TN,"Grainger County, TN",17,8959,0.2
2265,47059,Greene,TN,"Greene County, TN",49,27396,0.2
2266,47061,Grundy,TN,"Grundy County, TN",6,4820,0.1
2267,47063,Hamblen,TN,"Hamblen County, TN",35,24456,0.1
2268,47065,Hamilton,TN,"Hamilton County, TN",896,145213,0.6
2269,47067,Hancock,TN,"Hancock County, TN",12,2742,0.4
2270,47069,Hardeman,TN,"Hardeman County, TN",3,8891,0.0
2271,47071,Hardin,TN,"Hardin County, TN",113,10137,1.1
2272,47073,Hawkins,TN,"Hawkins County, TN",52,23135,0.2
2273,47075,Haywood,TN,"Haywood County, TN",30,7181,0.4
2274,47077,Henderson,TN,"Henderson County, TN",17,10711,0.2
2275,47079,Henry,TN,"Henry County, TN",54,13394,0.4
2276,47081,Hickman,TN,"Hickman County, TN",55,8636,0.6
2277,47083,Houston,TN,"Houston County, TN",4,2878,0.1
2278,47085,Humphreys,TN,"Humphreys County, TN",28,6763,0.4
2279,47087,Jackson,TN,"Jackson County, TN",30,4566,0.7
2280,47089,Jefferson,TN,"Jefferson County, TN",46,20154,0.2
2281,47091,Johnson,TN,"Johnson County, TN",49,6794,0.7
2282,47093,Knox,TN,"Knox County, TN",792,187319,0.4
2283,47095,Lake,TN,"Lake County, TN",34,2243,1.5
2284,47097,Lauderdale,TN,"Lauderdale County, TN",38,9675,0.4
2285,47099,Lawrence,TN,"Lawrence County, TN",23,15960,0.1
2286,47101,Lewis,TN,"Lewis County, TN",19,4715,0.4
2287,47103,Lincoln,TN,"Lincoln County, TN",34,13548,0.3
2288,47105,Loudon,TN,"Loudon County, TN",93,20669,0.4
2289,47107,McMinn,TN,"McMinn County, TN",24,20804,0.1
2290,47109,McNairy,TN,"McNairy County, TN",9,10022,0.1
2291,47111,Macon,TN,"Macon County, TN",9,9170,0.1
2292,47113,Madison,TN,"Madison County, TN",168,37944,0.4
2293,47115,Marion,TN,"Marion County, TN",79,11477,0.7
2294,47117,Marshall,TN,"Marshall County, TN",68,12324,0.6
2295,47119,Maury,TN,"Maury County, TN",118,34688,0.3
2296,47121,Meigs,TN,"Meigs County, TN",8,4938,0.2
2297,47123,Monroe,TN,"Monroe County, TN",42,17987,0.2
2298,47125,Montgomery,TN,"Montgomery County, TN",341,72617,0.5
2299,47127,Moore,TN,"Moore County, TN",8,2592,0.3
2300,47129,Morgan,TN,"Morgan County, TN",7,7625,0.1
2301,47131,Obion,TN,"Obion County, TN",38,12717,0.3
2302,47133,Overton,TN,"Overton County, TN",16,9140,0.2
2303,47135,Perry,TN,"Perry County, TN",71,3073,2.3
2304,47137,Pickett,TN,"Pickett County, TN",2,2281,0.1
2305,47139,Polk,TN,"Polk County, TN",41,7383,0.6
2306,47141,Putnam,TN,"Putnam County, TN",99,31424,0.3
2307,47143,Rhea,TN,"Rhea County, TN",41,12177,0.3
2308,47145,Roane,TN,"Roane County, TN",84,20901,0.4
2309,47147,Robertson,TN,"Robertson County, TN",46,25713,0.2
2310,47149,Rutherford,TN,"Rutherford County, TN",999,111676,0.9
2311,47151,Scott,TN,"Scott County, TN",18,8664,0.2
2312,47153,Sequatchie,TN,"Sequatchie County, TN",16,5528,0.3
2313,47155,Sevier,TN,"Sevier County, TN",578,37210,1.6
2314,47157,Shelby,TN,"Shelby County, TN",2802,351194,0.8
2315,47159,Smith,TN,"Smith County, TN",95,7603,1.2
2316,47161,Stewart,TN,"Stewart County, TN",32,5178,0.6
2317,47163,Sullivan,TN,"Sullivan County, TN",139,66511,0.2
2318,47165,Sumner,TN,"Sumner County, TN",772,67089,1.2
2319,47167,Tipton,TN,"Tipton County, TN",157,21452,0.7
2320,47169,Trousdale,TN,"Trousdale County, TN",28,3189,0.9
2321,47171,Unicoi,TN,"Unicoi County, TN",66,7658,0.9
2322,47173,Union,TN,"Union County, TN",9,7405,0.1
2323,47175,Van Buren,TN,"Van Buren County, TN",16,2141,0.7
2324,47177,Warren,TN,"Warren County, TN",28,15727,0.2
2325,47179,Washington,TN,"Washington County, TN",141,53859,0.3
2326,47181,Wayne,TN,"Wayne County, TN",50,5764,0.9
2327,47183,Weakley,TN,"Weakley County, TN",11,13640,0.1
2328,47185,White,TN,"White County, TN",10,10048,0.1
2329,47187,Williamson,TN,"Williamson County, TN",1485,77855,1.9
2330,47189,Wilson,TN,"Wilson County, TN",630,49664,1.3
2331,48001,Anderson,TX,"Anderson County, TX",40,16677,0.2
2332,48003,Andrews,TX,"Andrews County, TX",1,5573,0.0
2333,48005,Angelina,TX,"Angelina County, TX",276,31035,0.9
2334,48007,Aransas,TX,"Aransas County, TX",5557,9548,58.2
2335,48009,Archer,TX,"Archer County, TX",53,3452,1.5
2336,48013,Atascosa,TX,"Atascosa County, TX",114,15546,0.7
2337,48015,Austin,TX,"Austin County, TX",605,11301,5.4
2338,48017,Bailey,TX,"Bailey County, TX",4,2054,0.2
2339,48019,Bandera,TX,"Bandera County, TX",276,8399,3.3
2340,48021,Bastrop,TX,"Bastrop County, TX",553,25571,2.2
2341,48023,Baylor,TX,"Baylor County, TX",5,1530,0.3
2342,48025,Bee,TX,"Bee County, TX",211,8269,2.6
2343,48027,Bell,TX,"Bell County, TX",946,122689,0.8
2344,48029,Bexar,TX,"Bexar County, TX",5803,636245,0.9
2345,48031,Blanco,TX,"Blanco County, TX",110,4343,2.5
2346,48035,Bosque,TX,"Bosque County, TX",23,7211,0.3
2347,48037,Bowie,TX,"Bowie County, TX",164,34076,0.5
2348,48039,Brazoria,TX,"Brazoria County, TX",37773,121523,31.1
2349,48041,Brazos,TX,"Brazos County, TX",1365,79412,1.7
2350,48043,Brewster,TX,"Brewster County, TX",60,4088,1.5
2351,48047,Brooks,TX,"Brooks County, TX",50,2120,2.4
2352,48049,Brown,TX,"Brown County, TX",381,14409,2.6
2353,48051,Burleson,TX,"Burleson County, TX",69,6810,1.0
2354,48053,Burnet,TX,"Burnet County, TX",949,16743,5.7
2355,48055,Caldwell,TX,"Caldwell County, TX",230,13460,1.7
2356,48057,Calhoun,TX,"Calhoun County, TX",2224,7582,29.3
2357,48059,Callahan,TX,"Callahan County, TX",10,5367,0.2
2358,48061,Cameron,TX,"Cameron County, TX",15737,124605,12.6
2359,48063,Camp,TX,"Camp County, TX",2,4605,0.0
2360,48065,Carson,TX,"Carson County, TX",5,2288,0.2
2361,48067,Cass,TX,"Cass County, TX",14,11934,0.1
2362,48069,Castro,TX,"Castro County, TX",2,2532,0.1
2363,48071,Chambers,TX,"Chambers County, TX",5218,14069,37.1
2364,48073,Cherokee,TX,"Cherokee County, TX",89,18138,0.5
2365,48077,Clay,TX,"Clay County, TX",35,4105,0.9
2366,48083,Coleman,TX,"Coleman County, TX",6,3423,0.2
2367,48085,Collin,TX,"Collin County, TX",1910,341163,0.6
2368,48087,Collingsworth,TX,"Collingsworth County, TX",5,1035,0.5
2369,48089,Colorado,TX,"Colorado County, TX",301,7450,4.0
2370,48091,Comal,TX,"Comal County, TX",2104,51367,4.1
2371,48093,Comanche,TX,"Comanche County, TX",12,5487,0.2
2372,48097,Cooke,TX,"Cooke County, TX",157,15351,1.0
2373,48099,Coryell,TX,"Coryell County, TX",107,22322,0.5
2374,48105,Crockett,TX,"Crockett County, TX",18,1354,1.3
2375,48107,Crosby,TX,"Crosby County, TX",1,2061,0.0
2376,48109,Culberson,TX,"Culberson County, TX",2,580,0.3
2377,48111,Dallam,TX,"Dallam County, TX",5,2364,0.2
2378,48113,Dallas,TX,"Dallas County, TX",6093,928341,0.7
2379,48115,Dawson,TX,"Dawson County, TX",4,4322,0.1
2380,48117,Deaf Smith,TX,"Deaf Smith County, TX",2,6145,0.0
2381,48121,Denton,TX,"Denton County, TX",2099,290229,0.7
2382,48123,DeWitt,TX,"DeWitt County, TX",223,7048,3.2
2383,48127,Dimmit,TX,"Dimmit County, TX",9,3148,0.3
2384,48131,Duval,TX,"Duval County, TX",13,3511,0.4
2385,48133,Eastland,TX,"Eastland County, TX",59,6492,0.9
2386,48135,Ector,TX,"Ector County, TX",249,52530,0.5
2387,48139,Ellis,TX,"Ellis County, TX",497,57307,0.9
2388,48141,El Paso,TX,"El Paso County, TX",1375,268310,0.5
2389,48143,Erath,TX,"Erath County, TX",57,13595,0.4
2390,48145,Falls,TX,"Falls County, TX",3,5199,0.1
2391,48147,Fannin,TX,"Fannin County, TX",106,12453,0.9
2392,48149,Fayette,TX,"Fayette County, TX",186,9135,2.0
2393,48153,Floyd,TX,"Floyd County, TX",1,2271,0.0
2394,48157,Fort Bend,TX,"Fort Bend County, TX",65188,237883,27.4
2395,48159,Franklin,TX,"Franklin County, TX",5,3965,0.1
2396,48161,Freestone,TX,"Freestone County, TX",28,6758,0.4
2397,48163,Frio,TX,"Frio County, TX",3,4542,0.1
2398,48165,Gaines,TX,"Gaines County, TX",2,5812,0.0
2399,48167,Galveston,TX,"Galveston County, TX",63763,121438,52.5
2400,48169,Garza,TX,"Garza County, TX",1,1543,0.1
2401,48171,Gillespie,TX,"Gillespie County, TX",148,10694,1.4
2402,48175,Goliad,TX,"Goliad County, TX",47,2727,1.7
2403,48177,Gonzales,TX,"Gonzales County, TX",127,7364,1.7
2404,48179,Gray,TX,"Gray County, TX",1,7884,0.0
2405,48181,Grayson,TX,"Grayson County, TX",329,48454,0.7
2406,48183,Gregg,TX,"Gregg County, TX",236,45460,0.5
2407,48185,Grimes,TX,"Grimes County, TX",181,9011,2.0
2408,48187,Guadalupe,TX,"Guadalupe County, TX",2326,54110,4.3
2409,48189,Hale,TX,"Hale County, TX",18,10933,0.2
2410,48191,Hall,TX,"Hall County, TX",1,1267,0.1
2411,48195,Hansford,TX,"Hansford County, TX",2,1838,0.1
2412,48199,Hardin,TX,"Hardin County, TX",3471,20626,16.8
2413,48201,Harris,TX,"Harris County, TX",309539,1605368,19.3
2414,48203,Harrison,TX,"Harrison County, TX",151,23292,0.6
2415,48205,Hartley,TX,"Hartley County, TX",2,1678,0.1
2416,48207,Haskell,TX,"Haskell County, TX",57,2146,2.7
2417,48209,Hays,TX,"Hays County, TX",1913,73437,2.6
2418,48213,Henderson,TX,"Henderson County, TX",241,30757,0.8
2419,48215,Hidalgo,TX,"Hidalgo County, TX",12262,238345,5.1
2420,48217,Hill,TX,"Hill County, TX",67,12992,0.5
2421,48219,Hockley,TX,"Hockley County, TX",20,7997,0.3
2422,48221,Hood,TX,"Hood County, TX",435,22152,2.0
2423,48223,Hopkins,TX,"Hopkins County, TX",35,13424,0.3
2424,48225,Houston,TX,"Houston County, TX",38,8252,0.5
2425,48227,Howard,TX,"Howard County, TX",9,11064,0.1
2426,48229,Hudspeth,TX,"Hudspeth County, TX",4,978,0.4
2427,48231,Hunt,TX,"Hunt County, TX",160,33189,0.5
2428,48233,Hutchinson,TX,"Hutchinson County, TX",6,6929,0.1
2429,48235,Irion,TX,"Irion County, TX",3,682,0.4
2430,48237,Jack,TX,"Jack County, TX",7,3168,0.2
2431,48239,Jackson,TX,"Jackson County, TX",582,4917,11.8
2432,48241,Jasper,TX,"Jasper County, TX",342,12936,2.6
2433,48243,Jeff Davis,TX,"Jeff Davis County, TX",7,1054,0.7
2434,48245,Jefferson,TX,"Jefferson County, TX",30023,92988,32.3
2435,48247,Jim Hogg,TX,"Jim Hogg County, TX",3,1626,0.2
2436,48249,Jim Wells,TX,"Jim Wells County, TX",357,12987,2.7
2437,48251,Johnson,TX,"Johnson County, TX",485,57310,0.8
2438,48253,Jones,TX,"Jones County, TX",49,5696,0.9
2439,48255,Karnes,TX,"Karnes County, TX",32,4282,0.7
2440,48257,Kaufman,TX,"Kaufman County, TX",218,38015,0.6
2441,48259,Kendall,TX,"Kendall County, TX",466,14253,3.3
2442,48265,Kerr,TX,"Kerr County, TX",435,21403,2.0
2443,48267,Kimble,TX,"Kimble County, TX",37,1783,2.1
2444,48271,Kinney,TX,"Kinney County, TX",13,1337,1.0
2445,48273,Kleberg,TX,"Kleberg County, TX",616,10955,5.6
2446,48275,Knox,TX,"Knox County, TX",1,1375,0.1
2447,48277,Lamar,TX,"Lamar County, TX",96,19793,0.5
2448,48279,Lamb,TX,"Lamb County, TX",2,4728,0.0
2449,48281,Lampasas,TX,"Lampasas County, TX",59,7807,0.8
2450,48283,La Salle,TX,"La Salle County, TX",1,2269,0.0
2451,48285,Lavaca,TX,"Lavaca County, TX",140,7826,1.8
2452,48287,Lee,TX,"Lee County, TX",32,6036,0.5
2453,48289,Leon,TX,"Leon County, TX",20,6443,0.3
2454,48291,Liberty,TX,"Liberty County, TX",2456,26873,9.1
2455,48293,Limestone,TX,"Limestone County, TX",67,8377,0.8
2456,48295,Lipscomb,TX,"Lipscomb County, TX",2,1192,0.2
2457,48297,Live Oak,TX,"Live Oak County, TX",83,3752,2.2
2458,48299,Llano,TX,"Llano County, TX",917,8678,10.6
2459,48303,Lubbock,TX,"Lubbock County, TX",435,113488,0.4
2460,48305,Lynn,TX,"Lynn County, TX",1,2154,0.0
2461,48307,McCulloch,TX,"McCulloch County, TX",1,3143,0.0
2462,48309,McLennan,TX,"McLennan County, TX",548,90054,0.6
2463,48311,McMullen,TX,"McMullen County, TX",8,270,3.0
2464,48313,Madison,TX,"Madison County, TX",34,4269,0.8
2465,48315,Marion,TX,"Marion County, TX",12,4715,0.3
2466,48317,Martin,TX,"Martin County, TX",4,1694,0.2
2467,48319,Mason,TX,"Mason County, TX",2,1696,0.1
2468,48321,Matagorda,TX,"Matagorda County, TX",2940,13848,21.2
2469,48323,Maverick,TX,"Maverick County, TX",87,16286,0.5
2470,48325,Medina,TX,"Medina County, TX",298,15682,1.9
2471,48327,Menard,TX,"Menard County, TX",12,1014,1.2
2472,48329,Midland,TX,"Midland County, TX",542,56998,1.0
2473,48331,Milam,TX,"Milam County, TX",21,9228,0.2
2474,48335,Mitchell,TX,"Mitchell County, TX",4,2382,0.2
2475,48337,Montague,TX,"Montague County, TX",47,7800,0.6
2476,48339,Montgomery,TX,"Montgomery County, TX",33206,198649,16.7
2477,48343,Morris,TX,"Morris County, TX",9,5117,0.2
2478,48347,Nacogdoches,TX,"Nacogdoches County, TX",110,23757,0.5
2479,48349,Navarro,TX,"Navarro County, TX",98,17338,0.6
2480,48351,Newton,TX,"Newton County, TX",323,5315,6.1
2481,48353,Nolan,TX,"Nolan County, TX",22,5407,0.4
2482,48355,Nueces,TX,"Nueces County, TX",25322,129451,19.6
2483,48361,Orange,TX,"Orange County, TX",14041,31694,44.3
2484,48363,Palo Pinto,TX,"Palo Pinto County, TX",122,10255,1.2
2485,48365,Panola,TX,"Panola County, TX",7,8637,0.1
2486,48367,Parker,TX,"Parker County, TX",373,44263,0.8
2487,48369,Parmer,TX,"Parmer County, TX",1,3203,0.0
2488,48371,Pecos,TX,"Pecos County, TX",5,4656,0.1
2489,48373,Polk,TX,"Polk County, TX",532,18033,3.0
2490,48375,Potter,TX,"Potter County, TX",71,44380,0.2
2491,48377,Presidio,TX,"Presidio County, TX",7,2543,0.3
2492,48379,Rains,TX,"Rains County, TX",5,4330,0.1
2493,48381,Randall,TX,"Randall County, TX",274,49389,0.6
2494,48385,Real,TX,"Real County, TX",96,1126,8.5
2495,48387,Red River,TX,"Red River County, TX",1,4963,0.0
2496,48389,Reeves,TX,"Reeves County, TX",6,3518,0.2
2497,48391,Refugio,TX,"Refugio County, TX",139,2547,5.5
2498,48395,Robertson,TX,"Robertson County, TX",76,6444,1.2
2499,48397,Rockwall,TX,"Rockwall County, TX",197,33032,0.6
2500,48399,Runnels,TX,"Runnels County, TX",9,3896,0.2
2501,48401,Rusk,TX,"Rusk County, TX",54,18108,0.3
2502,48403,Sabine,TX,"Sabine County, TX",2,4311,0.0
2503,48405,San Augustine,TX,"San Augustine County, TX",24,3451,0.7
2504,48407,San Jacinto,TX,"San Jacinto County, TX",372,10043,3.7
2505,48409,San Patricio,TX,"San Patricio County, TX",2749,22898,12.0
2506,48411,San Saba,TX,"San Saba County, TX",17,2082,0.8
2507,48415,Scurry,TX,"Scurry County, TX",4,5941,0.1
2508,48417,Shackelford,TX,"Shackelford County, TX",4,1317,0.3
2509,48419,Shelby,TX,"Shelby County, TX",11,9293,0.1
2510,48423,Smith,TX,"Smith County, TX",456,77678,0.6
2511,48425,Somervell,TX,"Somervell County, TX",22,3123,0.7
2512,48427,Starr,TX,"Starr County, TX",165,16188,1.0
2513,48429,Stephens,TX,"Stephens County, TX",36,3247,1.1
2514,48435,Sutton,TX,"Sutton County, TX",10,1412,0.7
2515,48437,Swisher,TX,"Swisher County, TX",1,2505,0.0
2516,48439,Tarrant,TX,"Tarrant County, TX",5455,708252,0.8
2517,48441,Taylor,TX,"Taylor County, TX",804,49868,1.6
2518,48443,Terrell,TX,"Terrell County, TX",1,418,0.2
2519,48445,Terry,TX,"Terry County, TX",2,4061,0.0
2520,48449,Titus,TX,"Titus County, TX",24,10893,0.2
2521,48451,Tom Green,TX,"Tom Green County, TX",323,43314,0.7
2522,48453,Travis,TX,"Travis County, TX",7564,472361,1.6
2523,48455,Trinity,TX,"Trinity County, TX",15,6030,0.2
2524,48457,Tyler,TX,"Tyler County, TX",108,7100,1.5
2525,48459,Upshur,TX,"Upshur County, TX",25,14108,0.2
2526,48463,Uvalde,TX,"Uvalde County, TX",141,8841,1.6
2527,48465,Val Verde,TX,"Val Verde County, TX",150,15779,1.0
2528,48467,Van Zandt,TX,"Van Zandt County, TX",73,20156,0.4
2529,48469,Victoria,TX,"Victoria County, TX",1154,32255,3.6
2530,48471,Walker,TX,"Walker County, TX",353,21963,1.6
2531,48473,Waller,TX,"Waller County, TX",2224,15171,14.7
2532,48475,Ward,TX,"Ward County, TX",3,3978,0.1
2533,48477,Washington,TX,"Washington County, TX",203,12625,1.6
2534,48479,Webb,TX,"Webb County, TX",290,74789,0.4
2535,48481,Wharton,TX,"Wharton County, TX",1722,15199,11.3
2536,48483,Wheeler,TX,"Wheeler County, TX",4,2183,0.2
2537,48485,Wichita,TX,"Wichita County, TX",582,48356,1.2
2538,48487,Wilbarger,TX,"Wilbarger County, TX",8,5180,0.2
2539,48489,Willacy,TX,"Willacy County, TX",531,5782,9.2
2540,48491,Williamson,TX,"Williamson County, TX",2378,180160,1.3
2541,48493,Wilson,TX,"Wilson County, TX",177,15733,1.1
2542,48497,Wise,TX,"Wise County, TX",134,22369,0.6
2543,48499,Wood,TX,"Wood County, TX",62,16510,0.4
2544,48501,Yoakum,TX,"Yoakum County, TX",4,2617,0.2
2545,48503,Young,TX,"Young County, TX",30,7307,0.4
2546,48505,Zapata,TX,"Zapata County, TX",9,4503,0.2
2547,48507,Zavala,TX,"Zavala County, TX",22,3571,0.6
2548,49003,Box Elder,UT,"Box Elder County, UT",23,17569,0.1
2549,49005,Cache,UT,"Cache County, UT",84,38393,0.2
2550,49007,Carbon,UT,"Carbon County, UT",28,7829,0.4
2551,49011,Davis,UT,"Davis County, UT",258,104551,0.2
2552,49015,Emery,UT,"Emery County, UT",4,3665,0.1
2553,49017,Garfield,UT,"Garfield County, UT",6,1760,0.3
2554,49019,Grand,UT,"Grand County, UT",37,4191,0.9
2555,49021,Iron,UT,"Iron County, UT",96,17015,0.6
2556,49023,Juab,UT,"Juab County, UT",6,3464,0.2
2557,49025,Kane,UT,"Kane County, UT",31,2643,1.2
2558,49027,Millard,UT,"Millard County, UT",2,4337,0.0
2559,49029,Morgan,UT,"Morgan County, UT",33,3365,1.0
2560,49031,Piute,UT,"Piute County, UT",3,532,0.6
2561,49033,Rich,UT,"Rich County, UT",2,635,0.3
